asset_id,property_type,region,tenant_industry,credit_tier,annual_rent,property_value,asset_age,lease_term_remaining,occupancy_rate,rent_coverage_ratio,noi_margin,sales_trend_12m,traffic_trend_12m,capex_need_pct_value,delinquency_days,arrears_pct_annual_rent,tenant_concentration_pct,local_unemployment,market_rent_growth,renewal_probability,synthetic_risk_score,portfolio_health
REIT-00125,Industrial,West Coast,Healthcare,Stable,1788509.27,28273099.56,30,8.59,0.945,2.582,0.5291,-0.073,-0.1354,0.0176,4,0.0457,0.0293,0.0416,0.0285,0.98,48.48,watchlist
REIT-00126,Convenience Store,Southwest,Restaurant,Stable,378464.33,6750879.66,25,4.55,1.0,2.108,0.6302,0.0573,-0.0405,0.0068,1,0.0,0.0464,0.0479,0.0359,0.8196,31.86,healthy
REIT-00127,Grocery,Southeast,Fuel,Stable,759939.38,10952595.2,16,0.2,0.9383,1.829,0.6229,-0.0168,0.1047,0.0036,2,0.0,0.022,0.0311,-0.0297,0.6945,60.72,watchlist
REIT-00128,Quick Service Restaurant,Northeast,Grocery,Investment Grade,610468.4,8741956.17,15,6.52,0.9862,3.079,0.784,-0.0319,-0.0292,0.013,6,0.0405,0.0104,0.0472,0.0053,0.8373,15.23,healthy
REIT-00129,Medical Office,West Coast,Fuel,Stable,1138880.29,18042879.94,29,11.32,1.0,2.613,0.7311,0.1545,0.1076,0.0108,5,0.0,0.0053,0.0447,-0.0291,0.98,21.44,healthy
REIT-00130,Distribution,Midwest,Fuel,Strong Private,1329103.08,29535624.06,27,4.9,0.9805,1.87,0.7314,0.066,0.0208,0.0246,2,0.0037,0.0153,0.0531,0.0203,0.8634,26.56,healthy
REIT-00131,Convenience Store,West Coast,Professional Services,Investment Grade,436167.02,7422362.39,8,8.14,0.9652,1.955,0.659,0.0224,0.0637,0.0166,5,0.0228,0.0057,0.0403,0.0286,0.7783,32.38,healthy
REIT-00132,Automotive Service,Southwest,Professional Services,Strong Private,517033.44,8315429.33,41,0.2,0.9639,3.275,0.6253,0.0773,-0.0219,0.0163,2,0.0188,0.046,0.0668,0.0217,0.8288,30.91,healthy
REIT-00133,Convenience Store,Mountain,Fitness,Investment Grade,318665.49,6425264.74,35,8.52,0.9854,3.089,0.7294,0.0284,0.0836,0.0334,0,0.0,0.0326,0.0336,-0.0254,0.98,3.22,healthy
REIT-00134,Medical Office,West Coast,Entertainment,Strong Private,1624450.43,24410048.41,27,10.5,0.958,2.623,0.7096,-0.0403,-0.0386,0.0477,1,0.0,0.0163,0.0259,0.0261,0.7871,20.36,healthy
REIT-00135,Convenience Store,Southwest,Restaurant,Weak,337866.94,5613529.57,21,5.2,0.9965,1.7,0.5776,-0.0715,-0.1253,0.0123,16,0.0377,0.0052,0.0296,0.0077,0.5809,100.0,at risk
REIT-00136,Quick Service Restaurant,West Coast,Fitness,Strong Private,262942.16,5083510.35,14,10.97,0.964,3.334,0.6392,0.1112,-0.0239,0.0277,2,0.0,0.003,0.0618,-0.0165,0.977,9.3,healthy
REIT-00137,Grocery,Midwest,Logistics,Watch,1265025.57,19424356.79,32,13.32,0.9226,2.958,0.7597,0.0488,-0.0596,0.0249,10,0.0499,0.0297,0.0594,-0.0426,0.7851,45.29,healthy
REIT-00138,Automotive Service,Midwest,Auto,Stable,1142732.62,19315417.48,15,12.27,0.9837,2.438,0.5835,-0.1147,0.01,0.0186,1,0.0,0.0131,0.0451,0.0333,0.9657,40.81,healthy
REIT-00139,Convenience Store,Southeast,Manufacturing,Strong Private,371310.54,7925939.04,18,4.6,0.9865,3.297,0.7105,-0.2206,0.0786,0.0,2,0.0065,0.0314,0.0515,0.0088,0.717,25.55,healthy
REIT-00140,Medical Office,Southeast,Professional Services,Stable,1423727.31,23697182.59,18,1.0,1.0,2.934,0.7576,0.0572,0.0648,0.0064,3,0.0232,0.0431,0.0487,0.0561,0.8107,29.19,healthy
REIT-00141,Quick Service Restaurant,West Coast,Logistics,Stable,620030.57,9605092.81,41,10.32,0.9286,2.631,0.7635,0.1334,0.0767,0.0153,7,0.0,0.0327,0.0536,-0.0338,0.98,36.85,healthy
REIT-00142,Fitness,Midwest,Manufacturing,Stable,559187.48,7828955.32,4,0.2,1.0,2.248,0.6495,0.1272,-0.1394,0.0258,0,0.0,0.0357,0.0364,-0.0269,0.6265,64.31,watchlist
REIT-00143,Grocery,West Coast,Professional Services,Strong Private,3880100.53,86224456.14,14,1.51,0.9288,2.037,0.7791,-0.0632,0.1911,0.0228,1,0.0168,0.0469,0.0231,0.0491,0.836,48.62,watchlist
REIT-00144,Industrial,West Coast,Manufacturing,Stable,2168403.3,34338177.9,12,0.2,0.8681,2.299,0.5118,-0.1942,-0.1221,0.0186,8,0.0071,0.0794,0.0467,0.0709,0.6334,90.62,at risk
REIT-00145,Convenience Store,Midwest,Grocery,Stable,427231.79,6134142.46,29,13.31,0.9724,2.715,0.8174,0.0253,0.0586,0.0351,1,0.0,0.0756,0.0337,-0.0286,0.9652,27.46,healthy
REIT-00146,Distribution,Midwest,Professional Services,Stable,1916508.58,31727639.92,39,12.6,0.9297,1.749,0.6247,-0.0023,0.0759,0.0045,13,0.0,0.0154,0.0249,0.0372,0.9093,46.24,watchlist
REIT-00147,Grocery,Midwest,Professional Services,Strong Private,1795967.2,39910382.24,12,9.35,1.0,2.965,0.6344,-0.0713,0.0186,0.025,2,0.0,0.0502,0.057,0.0381,0.98,10.95,healthy
REIT-00148,Industrial,West Coast,Fuel,Watch,2145919.15,32891843.94,31,8.77,1.0,3.631,0.6317,-0.0314,-0.1182,0.0341,2,0.0278,0.0725,0.0395,-0.0027,0.795,43.69,healthy
REIT-00149,Automotive Service,Southeast,Grocery,Stable,972435.11,18408110.81,9,2.79,0.978,2.796,0.7028,0.1303,0.135,0.0136,3,0.0301,0.0515,0.027,-0.0281,0.6517,39.96,healthy
REIT-00150,Distribution,Mountain,Restaurant,Investment Grade,934496.91,20388466.6,19,2.46,0.9528,3.065,0.684,0.1016,0.031,0.0127,0,0.0,0.035,0.0528,0.0507,0.956,12.22,healthy
REIT-00151,Automotive Service,Southeast,Auto,Investment Grade,423321.15,5693887.93,14,4.58,0.9866,2.091,0.6558,-0.0512,0.082,0.0422,9,0.0125,0.014,0.0479,0.0778,0.6852,36.39,healthy
REIT-00152,Automotive Service,Midwest,Professional Services,Watch,696164.48,10664026.04,41,6.45,0.943,2.6,0.8556,-0.0224,-0.0846,0.0325,11,0.0,0.0379,0.0307,0.0595,0.8543,51.79,watchlist
REIT-00153,Quick Service Restaurant,Southwest,Logistics,Stable,255062.14,4230283.52,16,10.15,0.8886,2.628,0.7861,-0.1083,0.0086,0.0129,12,0.0,0.0113,0.0296,0.0198,0.8697,38.99,healthy
REIT-00154,Convenience Store,Mountain,Auto,Weak,442416.05,7621814.95,15,1.64,0.9704,0.87,0.6541,-0.1193,-0.0624,0.0188,13,0.0447,0.0203,0.0462,-0.0343,0.6036,100.0,at risk
REIT-00155,Grocery,Midwest,Logistics,Investment Grade,774833.7,13161756.7,24,9.12,0.9477,3.051,0.7385,-0.0378,0.0855,0.0264,0,0.019,0.0386,0.0321,-0.0131,0.9376,15.32,healthy
REIT-00156,Convenience Store,Southwest,Grocery,Watch,680879.36,9783170.71,6,13.38,0.9982,1.851,0.6734,-0.0283,0.0368,0.0306,0,0.0201,0.0368,0.0467,-0.0092,0.9356,56.13,watchlist
REIT-00157,Entertainment,Midwest,Fuel,Strong Private,1378177.54,20787452.6,19,5.7,0.9426,2.52,0.6449,-0.141,0.0478,0.0372,4,0.0059,0.0267,0.0431,0.0017,0.8817,37.39,healthy
REIT-00158,Convenience Store,Southeast,Logistics,Strong Private,232366.7,4755360.89,2,10.13,0.943,1.881,0.5692,0.0343,-0.0196,0.0121,15,0.0,0.0128,0.048,0.0482,0.9559,22.84,healthy
REIT-00159,Distribution,Southwest,Logistics,Investment Grade,2668250.03,47803243.58,26,7.39,0.9362,2.855,0.6679,0.0578,0.1721,0.0071,0,0.0012,0.0526,0.021,0.0545,0.7753,1.55,healthy
REIT-00160,Office,Southeast,Fitness,Watch,1387445.25,13422607.03,18,4.16,0.9304,3.25,0.5648,0.0146,-0.0208,0.0187,1,0.0638,0.0424,0.0576,-0.0031,0.8052,55.17,watchlist
REIT-00161,Industrial,Southwest,Auto,Strong Private,2274367.87,48275958.59,21,4.81,0.9262,1.649,0.7446,0.1204,-0.0302,0.0156,2,0.0,0.0475,0.0428,0.0679,0.8779,43.3,healthy
REIT-00162,Quick Service Restaurant,Mountain,Entertainment,Strong Private,670789.82,8181793.0,11,7.99,1.0,2.5,0.5589,0.0811,-0.0441,0.0127,6,0.0,0.0389,0.0449,0.037,0.848,21.89,healthy
REIT-00163,Fitness,Midwest,Fitness,Stable,630764.34,7982402.85,22,9.81,0.9231,3.343,0.86,0.0951,-0.0929,0.011,1,0.0,0.064,0.0537,-0.0228,0.871,25.37,healthy
REIT-00164,Industrial,West Coast,Professional Services,Stable,2229202.44,39231715.99,39,6.45,0.9548,2.289,0.7287,-0.0273,0.0023,0.0156,0,0.0438,0.0842,0.0503,0.0149,0.7051,38.95,healthy
REIT-00165,Office,Southeast,Restaurant,Strong Private,1216703.75,17320178.15,31,6.42,0.99,3.236,0.6887,0.076,0.0519,0.0222,11,0.0114,0.0284,0.0431,0.0203,0.98,14.64,healthy
REIT-00166,Convenience Store,Southeast,Restaurant,Strong Private,524076.98,7146462.83,26,11.1,0.9865,3.087,0.8232,0.0574,-0.0717,0.0027,12,0.0042,0.0413,0.0392,0.0368,0.9096,16.33,healthy
REIT-00167,Grocery,Midwest,Fitness,Stable,1459285.55,25541852.36,14,7.88,0.9077,1.891,0.6714,0.0455,0.0288,0.0,17,0.0088,0.07,0.0496,0.0516,0.9161,45.15,healthy
REIT-00168,Industrial,Midwest,Professional Services,Watch,1910010.16,29205187.66,11,8.9,0.99,3.381,0.5618,0.1431,0.0496,0.0158,1,0.0305,0.0447,0.0356,-0.0104,0.8612,35.71,healthy
REIT-00169,Entertainment,Southeast,Restaurant,Watch,2994631.91,37911133.84,5,11.49,0.9138,3.522,0.7205,0.0991,0.0259,0.0,11,0.0446,0.0416,0.021,0.0167,0.9481,43.19,healthy
REIT-00170,Office,West Coast,Professional Services,Investment Grade,1447128.94,18194985.1,28,5.25,0.9353,2.516,0.7914,0.0033,-0.0215,0.0277,4,0.0029,0.0478,0.0479,0.0418,0.8532,14.0,healthy
REIT-00171,Automotive Service,Midwest,Fuel,Strong Private,514927.05,7080473.02,39,8.55,0.9573,3.445,0.6439,-0.0404,-0.0495,0.0403,4,0.0,0.0497,0.0453,0.0046,0.8283,18.74,healthy
REIT-00172,Office,Southwest,Professional Services,Stable,1195536.04,13663949.59,27,0.28,0.9225,2.781,0.6559,0.0819,0.1448,0.0459,1,0.0032,0.0589,0.0319,0.0291,0.769,49.76,watchlist
REIT-00173,Grocery,Midwest,Professional Services,Investment Grade,2015475.99,32659513.84,31,10.24,0.9634,3.087,0.646,-0.0144,-0.0605,0.0466,13,0.0473,0.0247,0.0303,0.0526,0.98,16.73,healthy
REIT-00174,Fitness,West Coast,Manufacturing,Weak,593481.89,6993437.98,3,8.62,1.0,1.815,0.6183,-0.1388,0.0047,0.0294,17,0.0307,0.0233,0.0399,0.0393,0.6039,96.65,at risk
REIT-00175,Entertainment,Midwest,Auto,Strong Private,1157905.63,14133102.48,6,4.17,0.914,2.679,0.6604,0.1088,-0.0333,0.0381,2,0.0,0.0252,0.0414,0.006,0.7706,23.97,healthy
REIT-00176,Distribution,Southwest,Logistics,Investment Grade,1546598.02,23090324.98,38,4.88,0.9996,2.527,0.6391,0.0393,0.092,0.0296,9,0.0298,0.0294,0.0218,-0.037,0.98,23.09,healthy
REIT-00177,Automotive Service,Southeast,Restaurant,Stable,648368.81,9137763.1,37,5.5,0.9734,2.211,0.7613,-0.0626,-0.0199,0.0443,3,0.0619,0.0451,0.0534,0.0417,0.6801,58.13,watchlist
REIT-00178,Fitness,Southeast,Healthcare,Investment Grade,1163872.75,15575211.77,33,6.84,0.9576,3.046,0.7548,0.0337,0.0791,0.041,4,0.0317,0.0523,0.0603,-0.0117,0.98,14.01,healthy
REIT-00179,Industrial,Southeast,Healthcare,Watch,1991905.94,44264576.4,39,13.56,0.9556,2.207,0.756,0.0011,-0.0911,0.0017,12,0.0111,0.0099,0.0434,0.0184,0.9461,51.16,watchlist
REIT-00180,Industrial,Mountain,Entertainment,Weak,1776999.08,30671732.93,18,0.23,1.0,1.673,0.622,-0.0866,-0.0344,0.0238,9,0.0529,0.0503,0.054,-0.0172,0.4706,100.0,at risk
REIT-00181,Office,Midwest,Auto,Strong Private,1263467.69,15554413.19,21,6.44,0.9652,2.515,0.6275,0.0728,-0.0857,0.0088,4,0.0,0.0495,0.0318,0.0151,0.98,34.83,healthy
REIT-00182,Fitness,Southeast,Logistics,Strong Private,413652.63,8511303.55,13,4.91,0.9665,2.346,0.8308,-0.0857,-0.0207,0.0,4,0.0,0.0555,0.0631,0.0103,0.8321,32.17,healthy
REIT-00183,Grocery,Mountain,Grocery,Investment Grade,684972.2,14314396.22,11,4.76,0.9731,2.481,0.6993,0.0612,0.0091,0.024,7,0.0,0.0489,0.0392,-0.076,0.791,22.45,healthy
REIT-00184,Grocery,Southeast,Logistics,Weak,2097105.1,30734897.01,3,2.79,0.964,1.1,0.7684,-0.0705,-0.0868,0.0354,5,0.0338,0.0435,0.0528,0.0394,0.3446,100.0,at risk
REIT-00185,Entertainment,Southwest,Grocery,Strong Private,1233012.53,17580418.53,33,7.3,0.9166,2.971,0.6436,0.0112,0.0757,0.0246,12,0.0,0.0422,0.0495,-0.0434,0.8414,29.1,healthy
REIT-00186,Entertainment,Southeast,Logistics,Strong Private,1356189.45,16694553.34,3,10.68,0.9844,3.397,0.7534,-0.0349,0.0412,0.0278,1,0.0,0.0708,0.0444,0.0281,0.98,5.6,healthy
REIT-00187,Industrial,Southwest,Fuel,Strong Private,2319734.58,31930981.11,4,8.1,0.9593,2.955,0.7636,0.1112,0.0099,0.014,5,0.0564,0.0672,0.0537,-0.0121,0.98,28.91,healthy
REIT-00188,Distribution,West Coast,Auto,Stable,2668966.37,48016664.83,36,10.55,0.9531,2.855,0.6472,0.1115,-0.0363,0.0277,6,0.0085,0.0515,0.0254,0.0789,0.98,25.86,healthy
REIT-00189,Industrial,Midwest,Logistics,Strong Private,2863118.88,52586798.13,19,17.06,0.9741,2.866,0.7205,-0.0334,0.0156,0.0115,2,0.0,0.0815,0.0439,0.0123,0.98,11.79,healthy
REIT-00190,Industrial,West Coast,Auto,Strong Private,1692433.14,30027012.69,41,6.09,1.0,3.227,0.6508,-0.0272,0.0586,0.0181,5,0.0436,0.0319,0.0419,0.0153,0.98,14.63,healthy
REIT-00191,Convenience Store,Northeast,Manufacturing,Stable,357487.82,7919922.16,5,8.16,0.9525,2.9,0.712,-0.0671,-0.0885,0.006,11,0.0244,0.003,0.0576,0.0173,0.8298,29.89,healthy
REIT-00192,Industrial,Mountain,Restaurant,Strong Private,1785329.25,30470428.79,37,5.85,0.9956,3.121,0.7301,0.0121,0.0602,0.0462,9,0.0396,0.0194,0.021,0.0537,0.8719,0.0,healthy
REIT-00193,Grocery,Northeast,Logistics,Strong Private,797108.79,11724953.34,7,16.79,1.0,2.709,0.6993,0.0877,-0.0707,0.0072,15,0.0174,0.0244,0.0407,-0.0332,0.98,28.65,healthy
REIT-00194,Automotive Service,Midwest,Restaurant,Stable,774255.36,14767585.72,14,3.66,0.975,1.303,0.8047,0.1225,0.0123,0.0333,10,0.0233,0.0549,0.0684,0.0208,0.98,65.9,watchlist
REIT-00195,Distribution,Southwest,Entertainment,Weak,1900640.94,38048069.42,32,16.26,0.8974,2.568,0.6334,-0.0221,-0.1396,0.0219,4,0.0456,0.0192,0.0512,0.0553,0.5905,78.24,at risk
REIT-00196,Office,West Coast,Fuel,Watch,684661.19,8168002.02,4,2.14,0.9328,2.915,0.6693,0.0004,0.0854,0.0433,10,0.0199,0.0385,0.0387,0.0399,0.6329,74.33,at risk
REIT-00197,Automotive Service,Southeast,Restaurant,Watch,738835.86,9152776.44,31,3.22,0.9103,2.744,0.6475,-0.029,0.0709,0.0108,1,0.0338,0.0303,0.0306,-0.0551,0.796,52.51,watchlist
REIT-00198,Entertainment,Midwest,Grocery,Strong Private,1276207.2,21724477.43,33,4.1,0.9789,3.445,0.709,-0.0499,-0.0331,0.029,2,0.028,0.0757,0.0347,-0.0697,0.7487,24.32,healthy
REIT-00199,Entertainment,Mountain,Logistics,Strong Private,1909001.31,20404467.62,38,0.62,0.9515,2.633,0.7872,-0.1099,0.0059,0.0205,10,0.0012,0.059,0.0463,0.0728,0.6274,53.08,watchlist
REIT-00200,Fitness,Midwest,Manufacturing,Strong Private,478858.14,6416526.64,8,1.1,0.9201,2.609,0.584,0.0411,-0.0489,0.0,0,0.0274,0.0372,0.0478,-0.08,0.7143,49.54,watchlist
REIT-00201,Convenience Store,Southwest,Entertainment,Stable,642364.54,9081718.47,7,10.05,0.9908,1.785,0.6981,0.0454,-0.0567,0.0094,4,0.0333,0.0133,0.0415,0.0204,0.9444,42.14,healthy
REIT-00202,Convenience Store,Southwest,Restaurant,Strong Private,660885.07,14686334.88,40,14.02,1.0,2.607,0.7424,0.1811,0.0225,0.0126,0,0.0,0.0413,0.0351,-0.0321,0.98,16.21,healthy
REIT-00203,Distribution,Northeast,Fuel,Stable,2463441.28,39937101.07,36,10.14,0.9719,3.414,0.6438,0.0568,-0.0462,0.0406,1,0.0,0.0508,0.0303,-0.0052,0.817,19.29,healthy
REIT-00204,Industrial,Midwest,Fitness,Stable,1860677.23,32322421.45,2,3.59,1.0,2.306,0.86,-0.0252,-0.0739,0.0088,0,0.019,0.0354,0.0414,0.0386,0.7529,43.71,healthy
REIT-00205,Entertainment,Midwest,Healthcare,Watch,776019.65,9780408.35,29,13.83,0.9538,3.007,0.6025,-0.0271,0.0748,0.0302,5,0.0176,0.0361,0.0385,-0.0183,0.9489,53.46,watchlist
REIT-00206,Industrial,Mountain,Restaurant,Strong Private,2640850.23,38862980.89,13,6.54,0.8981,2.56,0.7541,0.0886,0.0245,0.0346,12,0.0188,0.0834,0.0579,0.0954,0.7537,31.94,healthy
REIT-00207,Automotive Service,Mountain,Auto,Investment Grade,467724.54,7158557.29,21,1.09,0.9882,1.679,0.7138,-0.0633,-0.021,0.0275,1,0.0,0.003,0.041,0.0328,0.4705,59.18,watchlist
REIT-00208,Distribution,Southwest,Auto,Investment Grade,4229226.24,56119128.44,8,13.91,0.9222,2.598,0.5802,-0.0425,0.1902,0.0162,0,0.0,0.0546,0.0325,0.0408,0.9263,12.71,healthy
REIT-00209,Industrial,Mountain,Restaurant,Investment Grade,1726263.35,25689782.61,17,5.82,0.9576,2.383,0.6727,0.0862,-0.0991,0.0206,11,0.0077,0.032,0.0501,0.0595,0.7629,28.04,healthy
REIT-00210,Quick Service Restaurant,Northeast,Professional Services,Strong Private,520835.0,11418444.25,12,9.09,1.0,2.275,0.6054,-0.1214,-0.0647,0.0294,0,0.0,0.026,0.0366,0.0291,0.7472,37.65,healthy
REIT-00211,Industrial,Mountain,Manufacturing,Stable,2323006.22,35917513.83,30,7.02,0.9071,2.285,0.7137,0.0833,0.0999,0.0283,5,0.0,0.0753,0.027,0.0374,0.8548,47.29,watchlist
REIT-00212,Quick Service Restaurant,Midwest,Entertainment,Investment Grade,736933.46,10033520.97,7,6.16,0.9993,3.231,0.7784,0.0946,0.0409,0.0298,30,0.0123,0.0185,0.0557,0.006,0.98,12.65,healthy
REIT-00213,Entertainment,Midwest,Professional Services,Stable,1154692.02,15452576.58,32,9.34,1.0,2.925,0.6131,0.0788,-0.0481,0.0,5,0.009,0.0122,0.0441,0.0533,0.9691,26.96,healthy
REIT-00214,Quick Service Restaurant,Northeast,Logistics,Strong Private,587340.36,13052008.1,12,7.99,0.9865,3.485,0.7043,-0.0908,0.0203,0.0,10,0.0141,0.0425,0.0448,0.0525,0.98,14.82,healthy
REIT-00215,Quick Service Restaurant,Southeast,Restaurant,Stable,338162.32,7385861.37,22,4.77,0.974,3.188,0.6896,-0.0089,-0.0589,0.0377,11,0.0265,0.0109,0.0252,0.0299,0.8803,36.75,healthy
REIT-00216,Entertainment,Northeast,Restaurant,Watch,855450.38,10004448.05,39,7.11,0.9812,2.954,0.7147,0.1512,0.0225,0.007,10,0.0002,0.0312,0.0313,0.0245,0.9336,43.89,healthy
REIT-00217,Entertainment,Mountain,Fitness,Strong Private,576802.76,6891649.07,10,7.21,0.9704,2.515,0.696,-0.1463,0.0564,0.0416,4,0.0,0.0554,0.0427,0.0388,0.98,38.14,healthy
REIT-00218,Fitness,Southeast,Logistics,Watch,603042.1,9275428.38,41,10.92,0.9554,2.284,0.5252,-0.0458,0.0013,0.0287,7,0.0251,0.0554,0.0332,0.0148,0.7516,68.95,at risk
REIT-00219,Entertainment,Northeast,Healthcare,Stable,1684683.18,20335397.2,14,1.53,0.9398,1.996,0.6486,-0.0185,-0.1182,0.0113,6,0.0,0.073,0.0615,-0.0215,0.6428,66.36,watchlist
REIT-00220,Quick Service Restaurant,Southeast,Healthcare,Investment Grade,666653.19,11321571.76,13,14.54,0.9954,2.575,0.6658,0.1351,-0.0269,0.0025,4,0.0211,0.0189,0.0626,0.0052,0.98,14.37,healthy
REIT-00221,Fitness,Southwest,Entertainment,Investment Grade,770096.46,9636054.07,26,4.04,0.9568,1.953,0.6178,0.1026,0.0759,0.041,0,0.0048,0.003,0.0567,0.0307,0.98,37.84,healthy
REIT-00222,Distribution,West Coast,Restaurant,Watch,1946403.89,32499869.16,22,3.16,0.957,2.876,0.6048,-0.0177,-0.021,0.022,3,0.0,0.0426,0.0485,0.0395,0.8603,42.0,healthy
REIT-00223,Entertainment,Southwest,Manufacturing,Investment Grade,1229481.43,17575183.58,37,13.44,1.0,2.01,0.7176,-0.0207,0.0981,0.0197,6,0.0171,0.0291,0.0424,0.008,0.7943,13.24,healthy
REIT-00224,Office,Southeast,Logistics,Watch,1000499.03,10649947.49,20,9.85,0.9877,2.365,0.6686,0.0048,0.0361,0.0154,0,0.01,0.0086,0.0368,0.0593,0.7123,46.78,watchlist
REIT-00225,Grocery,Northeast,Grocery,Stable,1965834.7,33305530.66,4,10.35,0.96,2.535,0.5588,0.0433,0.0705,0.0136,3,0.0313,0.0485,0.047,0.076,0.8499,33.86,healthy
REIT-00226,Office,Southwest,Professional Services,Investment Grade,880482.34,10040466.03,5,10.3,0.9449,2.848,0.6445,-0.0118,0.0681,0.0304,5,0.0008,0.0715,0.0467,-0.0265,0.98,10.26,healthy
REIT-00227,Medical Office,West Coast,Entertainment,Weak,1663918.85,24149817.84,35,6.07,0.9869,3.018,0.8489,-0.145,0.0138,0.0173,22,0.0468,0.0312,0.0461,0.0146,0.6537,76.18,at risk
REIT-00228,Medical Office,Mountain,Grocery,Strong Private,856965.83,14963117.07,28,8.58,0.9988,2.822,0.6944,-0.0013,0.0897,0.0468,3,0.0093,0.0429,0.0328,0.0,0.8137,18.99,healthy
REIT-00229,Convenience Store,Southeast,Logistics,Stable,390540.68,6460088.35,39,5.24,0.9818,1.982,0.5621,0.0661,0.1235,0.0214,5,0.032,0.0325,0.0677,0.0713,0.7621,42.77,healthy
REIT-00230,Quick Service Restaurant,Northeast,Grocery,Stable,391440.1,5451610.49,20,2.47,0.9885,1.762,0.766,-0.0586,-0.0322,0.0237,24,0.0254,0.0322,0.0301,0.0017,0.6893,70.3,at risk
REIT-00231,Quick Service Restaurant,Southwest,Auto,Investment Grade,376773.14,7467730.97,28,3.3,0.9434,3.641,0.6844,0.192,-0.0979,0.0328,4,0.0,0.0323,0.0413,0.0362,0.9045,10.56,healthy
REIT-00232,Convenience Store,Southeast,Professional Services,Strong Private,308374.11,4751424.23,17,7.17,0.9999,0.924,0.7629,0.0724,0.0752,0.0088,6,0.0,0.0453,0.0387,-0.0471,0.8579,43.78,healthy
REIT-00233,Industrial,West Coast,Auto,Investment Grade,3095275.85,50193177.5,20,7.87,0.9985,3.325,0.7134,-0.0536,0.049,0.0222,6,0.0,0.0797,0.0263,0.0392,0.8127,7.28,healthy
REIT-00234,Fitness,Southeast,Professional Services,Stable,1549349.04,21886074.25,9,7.94,0.9682,2.858,0.6325,0.1487,-0.0445,0.0094,6,0.0573,0.033,0.0444,0.0041,0.8904,37.07,healthy
REIT-00235,Quick Service Restaurant,Midwest,Entertainment,Watch,466622.6,8280881.33,12,4.15,0.9516,1.894,0.7577,-0.0578,0.0183,0.0323,2,0.017,0.0203,0.0529,0.0379,0.6863,74.53,at risk
REIT-00236,Industrial,West Coast,Logistics,Stable,1821353.71,30157429.37,40,13.16,0.9684,1.633,0.7173,0.0141,0.0259,0.04,11,0.0137,0.0361,0.0341,-0.0084,0.98,51.35,watchlist
REIT-00237,Fitness,Southeast,Fuel,Stable,1378900.48,15645406.69,19,7.7,0.9867,2.207,0.6394,0.1141,-0.0146,0.0149,1,0.0,0.0321,0.0494,-0.0432,0.8909,35.25,healthy
REIT-00238,Entertainment,Southwest,Auto,Stable,858973.4,11381605.19,28,5.46,0.9228,2.551,0.6887,-0.1097,0.0936,0.0229,2,0.0,0.0148,0.0392,-0.0132,0.8869,58.34,watchlist
REIT-00239,Grocery,West Coast,Healthcare,Stable,1412446.06,27968163.81,25,4.76,1.0,2.271,0.7442,0.1017,0.0218,0.0259,8,0.0,0.0356,0.0482,-0.0309,0.7924,40.22,healthy
REIT-00240,Quick Service Restaurant,Southeast,Grocery,Stable,585538.75,9844497.15,12,7.28,0.9777,2.121,0.7619,0.1249,-0.0008,0.0,6,0.0217,0.0138,0.0451,-0.0245,0.9667,38.04,healthy
REIT-00241,Medical Office,West Coast,Manufacturing,Stable,1070735.12,18204495.7,34,13.27,0.8962,2.586,0.6279,0.0554,0.081,0.0065,6,0.0,0.0234,0.021,-0.0032,0.8493,25.64,healthy
REIT-00242,Distribution,Mountain,Auto,Stable,3571830.82,58828713.51,28,6.06,0.9367,2.525,0.6627,-0.0087,-0.0064,0.0303,8,0.038,0.057,0.0237,0.03,0.6348,38.02,healthy
REIT-00243,Distribution,Northeast,Restaurant,Stable,1959407.43,32189443.21,9,7.2,0.9766,1.999,0.6971,-0.1142,-0.1165,0.029,6,0.0082,0.0463,0.0575,-0.039,0.5672,67.07,watchlist
REIT-00244,Medical Office,Northeast,Fuel,Investment Grade,715227.06,11967923.36,22,5.36,0.9248,2.672,0.6731,0.0161,0.0626,0.0121,2,0.0,0.0134,0.0278,-0.0068,0.8202,15.51,healthy
REIT-00245,Industrial,Midwest,Restaurant,Watch,1957035.34,28484675.7,12,4.35,0.9951,1.623,0.8552,-0.1406,-0.0409,0.0149,22,0.0033,0.0672,0.0239,0.0735,0.5269,83.7,at risk
REIT-00246,Office,Southeast,Healthcare,Watch,701251.84,8194058.62,22,6.57,0.9322,2.735,0.6119,-0.1464,0.0564,0.0112,8,0.052,0.0356,0.048,-0.0018,0.5897,70.79,at risk
REIT-00247,Office,Midwest,Fitness,Strong Private,1917245.08,26583411.76,40,5.79,0.9249,2.64,0.5935,0.0527,0.0156,0.0343,8,0.0,0.0644,0.0663,0.0289,0.8946,33.77,healthy
REIT-00248,Automotive Service,Southeast,Fuel,Watch,701160.07,8731320.84,35,1.89,0.9849,3.039,0.5865,0.0764,0.0477,0.0256,1,0.036,0.0507,0.0381,0.0118,0.9232,48.37,watchlist
REIT-00249,Industrial,Southwest,Manufacturing,Watch,1975769.78,28768773.08,10,14.54,0.9413,1.306,0.7287,-0.1299,-0.0399,0.0148,2,0.016,0.042,0.033,0.0694,0.7589,78.63,at risk
