listing_id,make,model,family,year,age,mileage,condition,seller_type,region,season,title_status,engine_cc,horsepower,torque_ft_lbs,weight_lbs,power_to_weight,abs,carbon_fiber,mods_score,service_records,num_photos,description_score,days_on_market,listing_price,synthetic_fair_market_value,deal_delta_pct,deal_quality
L00144,Yamaha,MT-09,naked,2026,0,516,fair,auction,Mountain,fall,clean,890,117,68,417,0.2806,1,0,0.179,0,9,0.578,45,7125.58,7811.4,-0.0878,fair deal
L00145,Buell,1190SX,streetfighter,2026,0,1368,good,private,Mountain,winter,clean,1190,185,102,414,0.4469,1,1,0.402,1,13,0.689,12,24928.57,25005.63,-0.0031,market price
L00146,Buell,1190SX,streetfighter,2025,1,1558,excellent,private,Southeast,fall,clean,1190,185,102,414,0.4469,1,1,0.428,1,9,0.73,34,30862.99,27108.41,0.1385,overpriced
L00147,Buell,1190SX,streetfighter,2016,10,78325,very good,private,Northeast,spring,clean,1190,185,102,414,0.4469,1,1,0.263,1,10,0.826,12,3329.67,3249.5,0.0247,market price
L00148,Buell,1190SX,streetfighter,2021,5,17786,very good,private,Mountain,winter,clean,1190,185,102,414,0.4469,1,1,0.662,1,13,0.929,13,11309.83,12477.61,-0.0936,fair deal
L00149,Buell,XB12R Firebolt,sportbike,2009,17,22577,good,dealer,Mountain,summer,clean,1203,103,84,395,0.2608,0,0,0.26,1,11,0.308,10,1391.97,1389.32,0.0019,market price
L00150,Buell,Hammerhead 1190,superbike,2023,3,11200,very good,private,Northeast,winter,clean,1190,185,102,419,0.4415,1,1,0.359,1,3,0.644,21,17268.53,18965.42,-0.0895,fair deal
L00151,Buell,1125CR,streetfighter,2010,16,56285,excellent,private,Southeast,winter,clean,1125,146,82,375,0.3893,0,0,0.497,1,14,0.876,43,1200.0,1142.56,0.0503,market price
L00152,Buell,Hammerhead 1190,superbike,2026,0,648,excellent,dealer,Northeast,summer,clean,1190,185,102,419,0.4415,1,1,0.159,1,11,0.71,29,32000.0,34000.0,-0.0588,fair deal
L00153,Buell,XB12R Firebolt,sportbike,2004,22,28734,good,private,West Coast,spring,clean,1203,103,84,395,0.2608,0,0,0.133,0,15,0.519,7,1200.0,1000.0,0.2,overpriced
L00154,Buell,Hammerhead 1190,superbike,2026,0,1153,very good,auction,West Coast,fall,clean,1190,185,102,419,0.4415,1,1,0.0,1,6,0.746,24,32000.0,31176.76,0.0264,market price
L00155,BMW,S1000R,naked,2024,2,6705,good,private,Southwest,spring,clean,999,165,84,438,0.3767,1,0,0.0,1,12,0.462,30,12541.29,12368.68,0.014,market price
L00156,BMW,S1000R,naked,2016,10,15306,very good,private,Southeast,summer,clean,999,165,84,438,0.3767,1,0,0.615,0,12,0.753,31,4897.31,4424.71,0.1068,overpriced
L00157,Buell,Hammerhead 1190,superbike,2024,2,12531,good,dealer,West Coast,winter,clean,1190,185,102,419,0.4415,1,1,0.17,0,9,0.582,11,18603.33,19537.55,-0.0478,fair deal
L00158,Buell,XB12R Firebolt,sportbike,2004,22,58179,very good,auction,Mountain,winter,clean,1203,103,84,395,0.2608,0,0,0.417,1,11,0.779,26,1200.0,1000.0,0.2,overpriced
L00159,Buell,Super Cruiser,performance cruiser,2025,1,2169,good,private,Midwest,winter,clean,1190,175,94,485,0.3608,1,0,0.703,0,14,0.5,6,29509.75,29619.23,-0.0037,market price
L00160,Buell,Hammerhead 1190,superbike,2023,3,15300,fair,dealer,Southwest,winter,clean,1190,185,102,419,0.4415,1,1,0.304,1,10,0.842,11,14001.32,15154.5,-0.0761,fair deal
L00161,Buell,Hammerhead 1190,superbike,2024,2,9868,very good,dealer,Midwest,spring,clean,1190,185,102,419,0.4415,1,1,0.386,0,15,0.994,49,21994.81,22881.45,-0.0387,market price
L00162,Buell,1125CR,streetfighter,2010,16,122306,good,private,Southwest,winter,lien,1125,146,82,375,0.3893,0,0,0.086,0,10,0.999,17,1200.0,1000.0,0.2,overpriced
L00163,Buell,Blast,standard,2008,18,56332,very good,dealer,Midwest,spring,clean,492,34,30,360,0.0944,0,0,0.203,1,13,0.905,20,1200.0,1000.0,0.2,overpriced
L00164,Buell,1190SX,streetfighter,2018,8,28878,very good,private,Mountain,spring,clean,1190,185,102,414,0.4469,1,1,0.491,1,14,0.736,13,8824.02,8298.26,0.0634,market price
L00165,Buell,Blast,standard,2007,19,71176,excellent,dealer,Southwest,spring,clean,492,34,30,360,0.0944,0,0,0.0,1,15,0.951,13,1200.0,1000.0,0.2,overpriced
L00166,Harley-Davidson,Sportster S,performance cruiser,2021,5,744,good,private,Southeast,winter,clean,1252,121,94,502,0.241,1,0,0.856,1,10,1.0,6,8439.52,9504.12,-0.112,fair deal
L00167,Buell,Super Cruiser,performance cruiser,2026,0,1434,fair,auction,Southeast,fall,clean,1190,175,94,485,0.3608,1,0,0.117,0,14,1.0,16,30600.25,28213.76,0.0846,overpriced
L00168,Harley-Davidson,Sportster S,performance cruiser,2026,0,1659,excellent,private,Southeast,summer,clean,1252,121,94,502,0.241,1,0,0.205,0,3,0.428,8,16631.76,19134.05,-0.1308,strong deal
L00169,Buell,1125CR,streetfighter,2010,16,43551,good,dealer,West Coast,spring,clean,1125,146,82,375,0.3893,0,0,0.429,1,7,0.687,4,1662.34,1533.76,0.0838,overpriced
L00170,Buell,Hammerhead 1190,superbike,2026,0,1384,good,private,Southeast,summer,clean,1190,185,102,419,0.4415,1,1,0.554,1,10,0.843,13,27610.96,30137.01,-0.0838,fair deal
L00171,Buell,1125CR,streetfighter,2009,17,48728,good,dealer,Mountain,fall,clean,1125,146,82,375,0.3893,0,0,0.592,0,15,0.864,48,1200.0,1052.81,0.1398,overpriced
L00172,Buell,XB12R Firebolt,sportbike,2004,22,53839,very good,auction,Mountain,winter,clean,1203,103,84,395,0.2608,0,0,0.353,1,13,0.338,18,1200.0,1000.0,0.2,overpriced
L00173,Harley-Davidson,Sportster S,performance cruiser,2023,3,13151,good,private,Southwest,winter,clean,1252,121,94,502,0.241,1,0,0.48,1,11,0.645,38,8309.36,10113.77,-0.1784,strong deal
L00174,Buell,XB12R Firebolt,sportbike,2005,21,92036,good,dealer,Midwest,spring,clean,1203,103,84,395,0.2608,0,0,0.233,0,19,0.333,28,1200.0,1000.0,0.2,overpriced
L00175,Yamaha,MT-09,naked,2020,6,22967,very good,private,Mountain,spring,clean,890,117,68,417,0.2806,1,0,0.436,1,16,1.0,39,4465.12,4368.37,0.0221,market price
L00176,Buell,1125CR,streetfighter,2010,16,5870,good,private,Midwest,spring,lien,1125,146,82,375,0.3893,0,0,0.332,1,7,0.487,42,1806.75,2027.83,-0.109,fair deal
L00177,Ducati,Monster,naked,2024,2,8549,good,dealer,Southeast,spring,clean,937,111,69,414,0.2681,1,0,0.5,1,19,0.774,32,10405.8,11441.2,-0.0905,fair deal
L00178,KTM,1290 Super Duke R,naked,2023,3,7875,fair,private,West Coast,fall,clean,1301,177,103,440,0.4023,1,0,0.399,0,7,0.481,18,10809.29,12663.13,-0.1464,strong deal
L00179,Buell,XB12R Firebolt,sportbike,2006,20,45395,good,dealer,Midwest,winter,clean,1203,103,84,395,0.2608,0,0,0.165,1,8,0.543,48,1200.0,1000.0,0.2,overpriced
L00180,Buell,Super Cruiser,performance cruiser,2026,0,505,good,private,Southwest,fall,clean,1190,175,94,485,0.3608,1,0,0.351,1,15,0.614,18,32000.0,34000.0,-0.0588,fair deal
L00181,Buell,1125CR,streetfighter,2009,17,27186,good,dealer,Mountain,spring,clean,1125,146,82,375,0.3893,0,0,0.42,1,6,0.3,42,1607.43,1611.1,-0.0023,market price
L00182,BMW,S1000R,naked,2016,10,35713,very good,dealer,West Coast,spring,clean,999,165,84,438,0.3767,1,0,0.267,1,9,0.704,16,4122.53,4131.57,-0.0022,market price
L00183,Buell,Super Cruiser,performance cruiser,2025,1,1612,good,private,Midwest,spring,clean,1190,175,94,485,0.3608,1,0,0.0,1,15,0.636,37,27754.97,33176.28,-0.1634,strong deal
L00184,Buell,1190SX,streetfighter,2023,3,773,good,dealer,Midwest,fall,clean,1190,185,102,414,0.4469,1,1,0.335,1,16,0.871,28,19922.88,19096.84,0.0433,market price
L00185,KTM,1290 Super Duke R,naked,2021,5,8829,excellent,private,Southwest,winter,clean,1301,177,103,440,0.4023,1,0,0.0,0,10,0.67,31,10193.5,11655.34,-0.1254,strong deal
L00186,Buell,Blast,standard,2006,20,68436,fair,private,Southeast,winter,clean,492,34,30,360,0.0944,0,0,0.66,0,11,0.563,16,1200.0,1000.0,0.2,overpriced
L00187,Harley-Davidson,Sportster S,performance cruiser,2025,1,2668,very good,dealer,Southwest,fall,clean,1252,121,94,502,0.241,1,0,0.294,1,16,0.509,30,14566.92,18104.56,-0.1954,strong deal
L00188,Buell,Super Cruiser,performance cruiser,2025,1,800,fair,dealer,West Coast,summer,clean,1190,175,94,485,0.3608,1,0,0.256,1,11,0.896,9,32000.0,34000.0,-0.0588,fair deal
L00189,Buell,Blast,standard,2006,20,40172,very good,private,Southwest,winter,clean,492,34,30,360,0.0944,0,0,0.0,0,14,0.834,36,1200.0,1000.0,0.2,overpriced
L00190,Buell,Blast,standard,2002,24,67010,fair,dealer,Mountain,spring,clean,492,34,30,360,0.0944,0,0,0.711,0,13,0.893,26,1200.0,1000.0,0.2,overpriced
L00191,Buell,Super Cruiser,performance cruiser,2025,1,1107,excellent,dealer,Mountain,fall,clean,1190,175,94,485,0.3608,1,0,0.213,1,9,0.795,13,32000.0,34000.0,-0.0588,fair deal
L00192,Buell,XB12R Firebolt,sportbike,2007,19,30377,poor,dealer,Northeast,spring,clean,1203,103,84,395,0.2608,0,0,0.02,0,9,0.596,15,1200.0,1000.0,0.2,overpriced
L00193,Buell,Hammerhead 1190,superbike,2024,2,10602,good,private,Midwest,spring,clean,1190,185,102,419,0.4415,1,1,0.352,0,18,1.0,11,21058.79,19027.51,0.1068,overpriced
L00194,Buell,Blast,standard,2009,17,69742,excellent,private,Mountain,fall,clean,492,34,30,360,0.0944,0,0,0.31,1,13,0.826,13,1200.0,1000.0,0.2,overpriced
L00195,Buell,1125CR,streetfighter,2009,17,83197,good,dealer,Southeast,fall,clean,1125,146,82,375,0.3893,0,0,0.728,0,11,0.612,11,1200.0,1000.0,0.2,overpriced
L00196,Buell,1125CR,streetfighter,2009,17,139964,very good,private,Northeast,summer,lien,1125,146,82,375,0.3893,0,0,0.487,1,8,0.465,4,1200.0,1000.0,0.2,overpriced
L00197,Buell,1190SX,streetfighter,2015,11,21925,good,private,Southeast,summer,lien,1190,185,102,414,0.4469,1,1,0.35,0,13,0.708,16,4450.7,4890.51,-0.0899,fair deal
L00198,Buell,1190SX,streetfighter,2024,2,5096,excellent,private,Southeast,summer,clean,1190,185,102,414,0.4469,1,1,0.143,1,8,0.399,37,22232.68,23279.78,-0.045,fair deal
L00199,Buell,Hammerhead 1190,superbike,2024,2,4507,very good,dealer,Northeast,winter,clean,1190,185,102,419,0.4415,1,1,0.0,0,18,0.995,55,24908.43,22637.1,0.1003,overpriced
L00200,Buell,1125CR,streetfighter,2010,16,56429,very good,dealer,Southwest,spring,clean,1125,146,82,375,0.3893,0,0,0.416,1,9,0.531,34,1486.25,1331.53,0.1162,overpriced
L00201,Buell,1125CR,streetfighter,2009,17,9095,very good,dealer,West Coast,summer,clean,1125,146,82,375,0.3893,0,0,0.356,0,10,0.725,49,2397.11,2219.83,0.0799,market price
L00202,BMW,S1000R,naked,2015,11,16429,good,private,Mountain,summer,clean,999,165,84,438,0.3767,1,0,0.106,0,11,0.717,58,3418.62,3428.97,-0.003,market price
L00203,Yamaha,MT-09,naked,2018,8,23894,excellent,dealer,Southwest,summer,clean,890,117,68,417,0.2806,1,0,0.597,1,10,0.563,22,3741.76,4095.04,-0.0863,fair deal
L00204,Buell,Blast,standard,2006,20,50006,excellent,private,Southeast,summer,clean,492,34,30,360,0.0944,0,0,0.033,1,16,0.722,49,1200.0,1000.0,0.2,overpriced
L00205,Buell,XB12R Firebolt,sportbike,2004,22,74759,good,private,West Coast,summer,clean,1203,103,84,395,0.2608,0,0,0.547,0,15,0.818,58,1200.0,1000.0,0.2,overpriced
L00206,Buell,Super Cruiser,performance cruiser,2025,1,970,good,private,West Coast,summer,clean,1190,175,94,485,0.3608,1,0,0.378,0,8,0.554,38,27982.84,34000.0,-0.177,strong deal
L00207,BMW,S1000R,naked,2015,11,42223,good,private,Mountain,winter,lien,999,165,84,438,0.3767,1,0,0.024,1,12,0.66,29,2246.68,2161.76,0.0393,market price
L00208,Buell,1190SX,streetfighter,2016,10,41282,good,dealer,Midwest,summer,clean,1190,185,102,414,0.4469,1,1,0.321,0,9,0.72,16,4898.79,4632.37,0.0575,market price
L00209,Buell,Super Cruiser,performance cruiser,2026,0,431,fair,dealer,Mountain,summer,clean,1190,175,94,485,0.3608,1,0,0.236,0,9,0.916,24,32000.0,34000.0,-0.0588,fair deal
L00210,Yamaha,MT-09,naked,2026,0,1569,excellent,private,West Coast,fall,clean,890,117,68,417,0.2806,1,0,0.0,1,16,0.509,21,10585.71,12287.08,-0.1385,strong deal
L00211,Buell,Hammerhead 1190,superbike,2024,2,3353,fair,auction,West Coast,spring,rebuilt,1190,185,102,419,0.4415,1,1,0.133,0,14,0.928,13,12725.21,13926.44,-0.0863,fair deal
L00212,Buell,Hammerhead 1190,superbike,2024,2,5249,very good,dealer,Midwest,fall,clean,1190,185,102,419,0.4415,1,1,0.225,1,15,0.666,21,24351.63,24003.63,0.0145,market price
L00213,Buell,XB12R Firebolt,sportbike,2009,17,64882,very good,dealer,West Coast,winter,clean,1203,103,84,395,0.2608,0,0,0.19,0,7,0.43,25,1200.0,1000.0,0.2,overpriced
L00214,Buell,Hammerhead 1190,superbike,2023,3,12102,very good,auction,Southeast,fall,clean,1190,185,102,419,0.4415,1,1,0.51,1,11,0.555,15,20672.94,18146.33,0.1392,overpriced
L00215,Buell,Blast,standard,2009,17,111079,very good,private,Southeast,summer,clean,492,34,30,360,0.0944,0,0,0.255,0,14,0.657,53,1200.0,1000.0,0.2,overpriced
L00216,Buell,Blast,standard,2000,26,103512,good,private,West Coast,winter,clean,492,34,30,360,0.0944,0,0,0.0,0,10,0.789,29,1200.0,1000.0,0.2,overpriced
L00217,KTM,1290 Super Duke R,naked,2026,0,189,very good,private,Midwest,spring,clean,1301,177,103,440,0.4023,1,0,0.536,1,14,0.715,30,23280.91,26116.55,-0.1086,fair deal
L00218,Buell,Hammerhead 1190,superbike,2026,0,1786,fair,dealer,West Coast,winter,clean,1190,185,102,419,0.4415,1,1,0.023,0,7,0.697,9,27503.02,24634.55,0.1164,overpriced
L00219,Buell,1125CR,streetfighter,2009,17,84091,excellent,private,Midwest,spring,clean,1125,146,82,375,0.3893,0,0,0.453,1,12,0.744,37,1200.0,1000.0,0.2,overpriced
L00220,Buell,Blast,standard,2005,21,91853,good,private,Midwest,summer,clean,492,34,30,360,0.0944,0,0,0.886,1,16,0.697,6,1200.0,1000.0,0.2,overpriced
L00221,BMW,S1000R,naked,2020,6,20286,fair,private,West Coast,spring,clean,999,165,84,438,0.3767,1,0,0.559,1,13,0.899,32,5463.26,6255.7,-0.1267,strong deal
L00222,Buell,Hammerhead 1190,superbike,2025,1,1419,good,dealer,Southwest,fall,clean,1190,185,102,419,0.4415,1,1,0.559,1,15,0.671,7,27848.35,29031.1,-0.0407,fair deal
L00223,Buell,Hammerhead 1190,superbike,2023,3,16461,very good,dealer,West Coast,fall,clean,1190,185,102,419,0.4415,1,1,0.737,1,12,0.13,20,19795.73,21754.38,-0.09,fair deal
L00224,Buell,1125CR,streetfighter,2009,17,46629,poor,private,Northeast,winter,clean,1125,146,82,375,0.3893,0,0,0.0,1,9,1.0,33,1200.0,1000.0,0.2,overpriced
L00225,Buell,Super Cruiser,performance cruiser,2025,1,854,very good,dealer,Midwest,spring,clean,1190,175,94,485,0.3608,1,0,0.483,0,13,0.768,20,32000.0,34000.0,-0.0588,fair deal
L00226,KTM,1290 Super Duke R,naked,2015,11,75412,good,dealer,Mountain,fall,clean,1301,177,103,440,0.4023,1,0,0.519,1,9,0.579,30,2431.75,2395.33,0.0152,market price
L00227,Buell,Blast,standard,2002,24,71589,excellent,private,Northeast,summer,clean,492,34,30,360,0.0944,0,0,0.39,0,14,0.737,29,1200.0,1000.0,0.2,overpriced
L00228,Buell,1125CR,streetfighter,2009,17,56570,fair,dealer,Northeast,winter,clean,1125,146,82,375,0.3893,0,0,0.291,0,6,0.354,17,1200.0,1000.0,0.2,overpriced
L00229,Harley-Davidson,Sportster S,performance cruiser,2023,3,9211,good,private,Mountain,summer,clean,1252,121,94,502,0.241,1,0,0.451,1,7,0.611,1,13170.7,11567.62,0.1386,overpriced
L00230,Buell,1125CR,streetfighter,2009,17,27798,poor,dealer,West Coast,spring,clean,1125,146,82,375,0.3893,0,0,0.467,1,11,0.623,25,1207.4,1242.27,-0.0281,market price
L00231,Yamaha,MT-09,naked,2014,12,28024,poor,auction,Southeast,summer,lien,890,117,68,417,0.2806,1,0,0.283,0,12,1.0,13,1200.0,1059.24,0.1329,overpriced
L00232,Ducati,Monster,naked,2023,3,4633,good,private,Southeast,fall,clean,937,111,69,414,0.2681,1,0,0.099,1,13,0.499,18,8377.0,8858.71,-0.0544,fair deal
L00233,KTM,1290 Super Duke R,naked,2017,9,21004,excellent,dealer,Midwest,summer,clean,1301,177,103,440,0.4023,1,0,0.262,1,12,0.672,3,7698.25,7590.21,0.0142,market price
L00234,Yamaha,MT-09,naked,2023,3,4544,good,dealer,Northeast,spring,clean,890,117,68,417,0.2806,1,0,0.352,1,15,0.484,83,8452.55,8112.7,0.0419,market price
L00235,Buell,1190SX,streetfighter,2020,6,24756,excellent,auction,Northeast,fall,clean,1190,185,102,414,0.4469,1,1,0.476,1,11,0.623,57,11182.83,11125.9,0.0051,market price
L00236,Buell,1125CR,streetfighter,2010,16,44931,good,dealer,Northeast,spring,clean,1125,146,82,375,0.3893,0,0,0.341,1,13,1.0,32,1299.65,1433.02,-0.0931,fair deal
L00237,Buell,1190SX,streetfighter,2017,9,27707,excellent,private,West Coast,winter,clean,1190,185,102,414,0.4469,1,1,0.468,1,16,0.301,45,6409.68,7722.35,-0.17,strong deal
L00238,Buell,1125CR,streetfighter,2009,17,87820,very good,auction,Midwest,summer,clean,1125,146,82,375,0.3893,0,0,0.623,1,9,0.858,36,1200.0,1000.0,0.2,overpriced
L00239,Buell,XB12R Firebolt,sportbike,2007,19,71185,fair,private,Northeast,fall,clean,1203,103,84,395,0.2608,0,0,0.408,1,10,0.881,38,1200.0,1000.0,0.2,overpriced
L00240,Buell,XB12R Firebolt,sportbike,2007,19,105293,very good,private,Southwest,spring,clean,1203,103,84,395,0.2608,0,0,0.457,1,6,0.782,7,1200.0,1000.0,0.2,overpriced
L00241,Harley-Davidson,Sportster S,performance cruiser,2025,1,1579,fair,private,Northeast,fall,lien,1252,121,94,502,0.241,1,0,0.36,0,4,0.496,49,10428.42,12205.48,-0.1456,strong deal
L00242,Buell,Blast,standard,2002,24,77568,very good,private,Mountain,winter,clean,492,34,30,360,0.0944,0,0,0.029,1,9,0.853,12,1200.0,1000.0,0.2,overpriced
L00243,KTM,1290 Super Duke R,naked,2016,10,27436,fair,auction,Southeast,summer,clean,1301,177,103,440,0.4023,1,0,0.172,0,15,0.339,35,3679.97,3767.64,-0.0233,market price
L00244,Buell,Hammerhead 1190,superbike,2025,1,1810,very good,private,West Coast,spring,clean,1190,185,102,419,0.4415,1,1,0.752,0,6,0.778,34,32000.0,31316.01,0.0218,market price
L00245,Buell,1190SX,streetfighter,2025,1,20,excellent,dealer,Mountain,winter,clean,1190,185,102,414,0.4469,1,1,0.505,0,11,0.668,25,24497.96,27606.48,-0.1126,fair deal
L00246,Buell,Super Cruiser,performance cruiser,2026,0,1157,good,dealer,West Coast,spring,clean,1190,175,94,485,0.3608,1,0,0.948,0,8,0.325,45,32000.0,34000.0,-0.0588,fair deal
L00247,BMW,S1000R,naked,2021,5,18529,very good,private,Midwest,fall,clean,999,165,84,438,0.3767,1,0,0.505,0,8,0.587,5,7878.92,6965.87,0.1311,overpriced
L00248,Buell,Hammerhead 1190,superbike,2025,1,1479,good,dealer,Southeast,fall,clean,1190,185,102,419,0.4415,1,1,0.835,1,7,0.925,30,32000.0,28489.62,0.1232,overpriced
L00249,Buell,XB12R Firebolt,sportbike,2005,21,61035,good,dealer,Midwest,fall,rebuilt,1203,103,84,395,0.2608,0,0,0.0,1,10,0.551,17,1200.0,1000.0,0.2,overpriced
L00250,Buell,1190SX,streetfighter,2024,2,11205,very good,dealer,Southeast,spring,clean,1190,185,102,414,0.4469,1,1,0.5,1,10,1.0,11,22615.92,22578.95,0.0016,market price
L00251,Buell,Super Cruiser,performance cruiser,2026,0,20,very good,private,West Coast,spring,clean,1190,175,94,485,0.3608,1,0,0.467,1,13,0.293,8,32000.0,34000.0,-0.0588,fair deal
L00252,Buell,Hammerhead 1190,superbike,2024,2,4476,good,dealer,West Coast,summer,lien,1190,185,102,419,0.4415,1,1,0.098,1,6,0.765,77,26418.62,24483.94,0.079,market price
L00253,Ducati,Monster,naked,2013,13,16845,excellent,private,Northeast,spring,lien,937,111,69,414,0.2681,1,0,0.056,0,7,0.532,12,2697.61,2768.29,-0.0255,market price
L00254,Buell,1190SX,streetfighter,2020,6,25454,very good,dealer,Midwest,spring,clean,1190,185,102,414,0.4469,1,1,0.369,0,7,0.834,27,10718.59,10397.38,0.0309,market price
L00255,Buell,Blast,standard,2006,20,98498,fair,dealer,Northeast,winter,clean,492,34,30,360,0.0944,0,0,0.418,1,8,0.82,84,1200.0,1000.0,0.2,overpriced
L00256,Buell,1125CR,streetfighter,2009,17,45191,very good,private,Southwest,spring,lien,1125,146,82,375,0.3893,0,0,0.0,1,22,0.607,6,1200.0,1161.51,0.0331,market price
L00257,Buell,Blast,standard,2009,17,38057,very good,dealer,Southwest,summer,clean,492,34,30,360,0.0944,0,0,0.315,1,12,0.323,16,1200.0,1000.0,0.2,overpriced
L00258,Buell,Super Cruiser,performance cruiser,2026,0,1985,very good,private,Southeast,summer,clean,1190,175,94,485,0.3608,1,0,0.027,0,13,0.898,11,32000.0,34000.0,-0.0588,fair deal
L00259,Buell,1190SX,streetfighter,2016,10,35854,good,private,Midwest,fall,rebuilt,1190,185,102,414,0.4469,1,1,0.271,0,18,0.581,15,3022.75,3152.72,-0.0412,fair deal
L00260,Ducati,Monster,naked,2013,13,10907,excellent,dealer,Southeast,fall,clean,937,111,69,414,0.2681,1,0,0.273,1,10,0.74,36,3020.87,3325.09,-0.0915,fair deal
L00261,Buell,XB12R Firebolt,sportbike,2010,16,63930,excellent,dealer,Southwest,winter,clean,1203,103,84,395,0.2608,0,0,0.248,1,10,0.717,48,1200.0,1000.0,0.2,overpriced
L00262,Harley-Davidson,Sportster S,performance cruiser,2024,2,6010,good,private,Northeast,summer,clean,1252,121,94,502,0.241,1,0,0.406,0,7,1.0,19,15043.97,12997.84,0.1574,overpriced
L00263,Buell,1125CR,streetfighter,2010,16,48581,very good,dealer,Southeast,winter,clean,1125,146,82,375,0.3893,0,0,0.794,0,1,0.661,80,1200.0,1224.87,-0.0203,market price
L00264,Buell,1190SX,streetfighter,2020,6,10017,good,dealer,West Coast,winter,clean,1190,185,102,414,0.4469,1,1,0.352,0,12,0.437,32,13906.74,11778.38,0.1807,overpriced
L00265,Buell,1125CR,streetfighter,2009,17,70802,good,private,Northeast,summer,clean,1125,146,82,375,0.3893,0,0,0.232,1,5,0.76,9,1200.0,1000.0,0.2,overpriced
L00266,Buell,1190SX,streetfighter,2015,11,29962,fair,private,Northeast,winter,clean,1190,185,102,414,0.4469,1,1,0.115,1,9,0.535,9,2971.42,4001.22,-0.2574,strong deal
L00267,Buell,Hammerhead 1190,superbike,2024,2,35,excellent,auction,West Coast,summer,clean,1190,185,102,419,0.4415,1,1,0.509,0,10,0.356,71,25160.67,28438.57,-0.1153,fair deal
L00268,Ducati,Monster,naked,2018,8,9078,good,private,Midwest,winter,clean,937,111,69,414,0.2681,1,0,0.291,0,8,0.724,26,3980.0,4123.38,-0.0348,market price
L00269,Buell,1125CR,streetfighter,2009,17,58050,fair,dealer,Midwest,fall,clean,1125,146,82,375,0.3893,0,0,0.096,1,12,0.9,26,1200.0,1000.0,0.2,overpriced
L00270,KTM,1290 Super Duke R,naked,2016,10,36788,very good,private,Southeast,winter,clean,1301,177,103,440,0.4023,1,0,0.519,1,10,0.942,4,4342.12,4361.35,-0.0044,market price
